area,sex,admin,langscore,matperf
0,1,0,390.713,1
0,0,0,239.976,0
0,1,0,244.246,0
0,1,0,324.191,0
0,1,0,294.991,0
0,0,0,310.708,0
0,1,0,324.556,0
0,0,0,141.096,0
0,0,0,206.111,0
0,1,0,243.289,0
0,0,0,253.298,0
0,1,0,221.74,0
0,1,0,142.954,0
0,0,0,172.55,0
0,0,0,267.941,0
0,0,0,282.424,0
0,1,0,284.504,0
0,0,0,305.786,0
0,1,0,190.702,0
0,0,0,294.991,0
0,1,0,310.708,0
0,1,0,273.262,0
0,1,0,250.328,0
0,1,0,264.882,0
0,0,0,290.831,0
0,0,0,311.263,0
0,1,0,145.771,0
0,1,0,291.046,0
0,0,0,236.623,0
0,0,0,258.127,0
0,1,0,291.428,0
0,0,0,301.353,0
0,1,0,305.709,0
0,0,0,244.246,0
0,0,0,275.075,0
0,1,0,269.926,0
0,0,0,252.771,0
0,1,0,252.58,0
0,1,0,364.454,0
0,0,0,242.621,0
0,1,0,290.831,0
0,1,0,230.438,0
0,1,0,221.74,0
0,1,0,319.776,0
0,1,0,298.392,1
0,0,0,274.393,0
0,1,0,223.679,0
0,1,0,282.424,0
0,0,0,239.976,0
0,1,0,458.704,0
0,0,0,324.191,0
0,0,0,269.926,0
0,1,0,252.771,0
0,0,0,152.309,0
0,1,0,206.111,0
0,0,0,234.501,0
0,1,0,266.391,0
0,0,0,202.266,0
1,1,0,241.523,0
1,1,0,239.976,0
1,0,0,284.923,0
1,0,0,324.191,0
1,1,0,225.428,0
1,1,0,282.066,0
1,1,0,273.262,0
1,0,0,318.081,0
1,0,0,253.298,0
0,1,0,312.926,0
0,1,0,236.989,0
0,0,0,375.762,0
0,1,0,341.312,0
0,0,0,245.522,0
0,0,0,362.964,0
0,1,0,284.504,0
0,1,0,328.663,0
0,0,0,324.191,0
0,1,0,225.428,0
0,0,0,252.771,0
0,1,0,324.556,0
0,1,0,278.756,0
0,1,0,292.402,0
0,0,0,266.391,0
0,0,0,311.263,0
0,0,0,221.74,0
0,0,0,263.994,0
0,0,0,236.623,0
0,0,0,362.315,0
0,0,0,347.415,0
0,1,0,301.353,0
0,1,0,305.709,0
0,0,0,355.951,0
0,0,0,411.675,0
0,1,0,294.991,0
0,1,0,282.066,0
0,1,0,252.58,0
0,1,0,225.839,0
0,1,0,234.501,0
0,1,1,274.393,0
0,1,1,347.415,0
0,1,1,390.713,0
0,1,1,473.419,0
0,1,1,393.406,0
0,1,1,324.191,0
0,1,1,269.926,0
0,1,1,282.066,0
0,1,1,232.98,0
0,1,1,350.921,0
0,1,1,292.626,0
0,1,1,334.984,0
0,1,1,353.23,0
0,1,1,353.959,0
0,1,1,362.315,0
0,1,1,457.086,1
0,1,1,340.46,0
0,1,1,458.704,1
0,1,1,297.69,0
0,1,1,324.726,0
0,1,1,379.921,0
0,1,1,431.494,1
0,1,1,397.853,0
0,1,1,311.263,0
0,1,1,291.652,0
0,1,1,319.776,0
0,1,1,279.774,0
0,1,1,323.084,1
0,1,1,391.12,0
1,1,0,319.776,0
1,1,0,259.648,0
1,1,0,222.038,0
1,1,0,201.981,0
1,1,0,143.301,0
1,0,0,262.893,0
1,1,0,122.017,0
1,1,0,150.208,0
1,0,0,219.962,0
1,0,0,213.691,0
1,1,0,196.259,0
1,1,0,253.298,0
1,0,0,221.74,0
1,0,0,178.374,0
1,0,0,240.932,0
1,1,0,126.611,0
1,1,0,9.537,0
1,1,0,95.162,0
1,0,0,247.272,0
1,0,0,208.872,0
1,0,0,279.774,0
1,0,0,200.157,0
1,0,0,126.611,0
1,0,0,262.788,0
1,1,0,266.391,0
1,1,0,273.588,0
1,1,0,247.272,0
1,1,0,208.872,0
1,1,0,236.623,0
1,1,0,274.393,0
1,1,0,317.039,0
1,0,0,262.788,0
1,0,0,284.504,0
1,1,0,167.17,0
1,0,0,324.191,0
1,1,0,179.181,0
1,1,0,310.708,0
1,0,0,431.494,0
1,1,0,216.46,0
1,1,0,225.839,0
1,0,0,243.289,0
1,0,0,160.234,0
1,0,0,247.272,0
1,0,0,291.046,0
1,0,0,236.623,0
1,0,0,240.932,0
1,1,0,179.714,0
1,0,0,241.523,0
1,0,0,284.504,0
1,0,0,167.17,0
1,0,0,254.357,0
1,0,0,324.726,0
1,1,0,310.708,0
1,1,0,273.262,0
0,0,0,313.348,0
0,0,0,389.581,0
0,0,0,290.831,0
0,1,0,311.263,0
0,0,0,312.926,0
0,0,0,319.776,0
0,0,0,353.959,0
0,0,0,274.393,0
0,1,0,291.428,0
0,0,0,362.964,0
0,0,0,284.504,0
0,1,0,305.786,0
0,1,0,411.675,0
0,1,0,324.726,0
0,1,0,437.692,0
0,1,0,366.522,0
0,0,0,271.874,0
0,1,0,292.402,0
0,0,0,290.831,0
0,0,0,273.588,0
0,1,0,312.926,0
0,1,0,291.046,0
0,1,0,259.648,0
0,1,0,341.312,0
0,0,0,223.679,0
0,0,0,390.713,0
0,0,0,414.708,0
0,0,0,328.663,0
0,0,0,234.237,0
0,1,0,364.114,0
0,0,0,219.962,0
0,1,0,431.494,0
0,1,0,225.839,0
0,1,0,344.946,1
0,0,0,266.391,0
0,1,0,253.298,0
0,0,0,334.984,0
0,1,0,263.994,0
0,1,0,279.774,0
0,1,0,341.312,0
0,0,0,391.12,0
0,0,0,320.388,0
0,0,0,414.708,0
0,1,0,264.742,0
0,1,0,411.675,0
0,0,0,324.726,0
0,1,0,310.708,0
0,1,0,296.33,0
0,0,0,364.454,0
0,0,0,290.831,0
0,0,0,443.768,0
0,1,0,270.107,1
0,1,0,353.23,0
0,1,0,316.416,0
0,1,0,274.393,0
0,1,0,317.039,0
0,0,0,340.46,0
0,1,0,350.93,0
0,0,0,393.406,0
0,0,0,230.438,0
0,1,0,270.107,0
0,1,0,94.225,0
0,0,0,207.885,0
0,1,0,362.315,0
0,0,0,267.941,0
0,1,0,282.424,0
1,1,0,121.278,0
1,0,0,179.181,0
1,1,0,252.771,0
1,0,0,194.167,0
1,1,0,234.501,0
1,1,0,206.111,0
1,0,0,196.259,0
1,0,0,160.234,0
1,0,0,145.771,0
1,0,0,178.374,0
1,0,0,207.885,0
1,0,0,306.335,0
1,0,0,223.679,0
1,0,0,241.523,0
1,0,0,214.489,0
1,0,0,122.017,0
1,1,0,121.278,0
1,0,0,225.428,0
1,0,0,179.768,0
1,0,0,213.691,0
1,1,0,225.839,0
1,1,0,206.111,0
1,0,0,196.259,0
1,1,0,202.266,0
1,1,0,190.743,0
1,1,0,178.374,0
1,1,0,207.885,0
1,0,0,200.157,0
1,0,0,179.714,0
1,0,0,241.523,0
1,0,0,262.893,0
1,0,0,244.246,0
1,0,0,162.841,0
1,1,0,324.726,0
1,0,0,282.066,0
1,0,0,202.266,0
1,0,0,247.272,0
1,1,0,145.771,0
1,0,0,236.623,0
1,1,0,172.55,0
1,0,0,245.522,0
1,1,0,217.275,0
0,1,0,139.504,0
0,1,0,284.923,0
0,0,0,254.357,0
0,1,0,225.428,0
0,1,0,219.962,0
0,0,0,296.33,0
0,1,0,290.831,0
0,0,0,202.266,0
0,1,0,247.272,0
0,0,0,142.954,0
0,0,0,259.648,0
0,0,0,258.127,0
0,1,0,223.679,0
0,0,0,262.788,0
0,1,0,139.504,0
0,1,0,167.17,0
0,0,0,162.841,0
0,0,0,42.382,0
0,1,0,252.771,0
0,1,0,273.262,0
0,0,0,350.921,0
0,1,0,202.266,0
0,1,0,145.771,0
0,1,0,236.989,0
0,1,0,236.623,0
0,1,0,258.127,0
1,1,0,54.197,0
1,0,0,162.841,0
1,1,0,179.181,0
1,1,0,179.768,0
1,0,0,128.2,0
1,1,0,196.259,0
1,0,0,230.438,0
1,1,0,190.743,0
1,1,0,236.989,0
1,0,0,203.277,0
1,1,0,219.962,0
1,1,0,128.2,0
1,0,0,266.391,0
1,1,0,236.623,0
1,1,0,274.393,0
1,0,0,179.714,0
1,1,0,262.788,0
1,1,0,139.504,0
1,1,0,122.017,0
1,0,0,190.702,0
1,0,0,225.428,0
1,1,0,252.771,0
1,0,0,202.266,0
1,0,0,247.272,0
1,0,0,291.046,0
1,1,0,279.774,0
1,0,0,240.932,0
1,1,0,201.981,0
1,1,0,187.341,0
1,1,0,239.976,0
1,1,0,167.17,0
1,0,0,121.278,0
1,0,0,42.382,0
0,1,0,311.263,0
0,0,0,291.652,0
0,0,0,353.23,0
0,0,0,279.774,0
0,1,0,306.335,0
0,0,0,267.941,0
0,1,0,301.353,0
0,0,0,350.93,0
0,1,0,328.663,0
0,1,0,487.765,0
0,0,0,294.991,0
0,0,0,310.708,0
0,1,0,366.522,0
0,0,0,292.402,0
0,1,0,313.348,0
0,1,0,290.831,0
0,1,0,273.588,1
0,1,0,359.33,1
0,0,0,319.776,0
0,1,0,334.637,0
0,0,0,200.157,0
0,1,0,317.039,0
0,0,0,362.964,0
0,1,0,555.931,0
0,1,0,393.406,1
0,1,0,487.765,0
0,1,0,324.726,0
0,1,0,437.692,1
0,0,0,366.522,0
0,0,0,336.374,0
0,1,1,299.267,0
0,1,1,397.853,1
0,1,1,330.246,1
0,1,1,432.44,1
0,0,1,400.185,0
0,1,1,402.847,1
0,1,1,429.484,0
0,1,1,457.086,1
0,0,1,432.307,0
0,1,1,378.395,0
0,1,1,458.704,0
0,1,1,324.726,0
0,0,1,341.678,0
0,0,1,431.494,0
0,0,1,389.581,1
0,0,1,350.921,0
0,1,1,292.626,0
0,1,1,388.902,1
0,0,1,468.55,1
0,0,1,316.416,1
0,1,1,323.084,0
0,1,1,457.086,1
0,1,1,390.713,1
0,0,1,473.419,1
0,1,1,458.704,1
0,1,1,358.588,1
0,0,1,426.867,0
0,1,1,517.626,1
0,1,1,366.522,0
0,0,1,428.875,1
0,0,1,376.027,0
0,1,1,243.289,0
0,0,1,292.626,0
0,0,1,334.984,1
0,1,1,319.776,1
0,0,1,298.392,0
0,0,1,493.736,0
0,0,1,245.522,0
0,0,1,390.713,0
0,1,1,378.395,0
0,0,1,458.704,0
0,1,1,358.588,0
0,1,1,294.991,0
0,1,1,341.678,0
0,0,1,431.494,0
0,1,1,354.222,0
0,1,1,264.882,0
0,0,1,243.289,0
0,1,1,311.263,0
0,1,1,400.185,1
0,0,1,402.847,1
0,0,1,429.484,1
0,1,1,317.039,0
0,0,1,390.713,0
0,0,1,378.395,1
1,0,0,364.114,0
1,0,0,517.626,1
1,0,0,273.262,0
1,1,0,257.722,0
1,1,0,306.23,0
1,0,0,290.831,0
1,0,0,273.588,0
1,0,0,388.902,0
1,1,0,178.374,0
1,0,0,236.623,0
1,1,0,172.55,0
1,0,0,223.679,0
1,1,0,320.388,0
1,1,0,239.976,0
1,1,0,213.532,0
1,1,0,42.382,0
1,0,0,282.066,0
1,1,0,173.918,0
1,1,0,271.874,0
1,1,0,264.882,0
1,1,0,466.433,0
1,1,0,401.507,0
1,0,0,263.994,0
1,0,0,316.416,0
1,0,0,388.848,0
1,1,0,347.415,0
0,1,0,301.353,0
0,0,0,284.504,0
0,1,0,284.923,0
0,1,0,487.765,0
0,0,0,294.991,0
0,0,0,341.678,0
0,1,0,366.522,0
0,1,0,313.348,0
0,1,0,234.501,0
0,1,0,243.289,0
0,0,0,330.246,0
0,1,0,334.984,0
0,1,0,400.185,0
0,0,0,259.648,0
0,0,0,323.084,0
0,0,0,391.12,1
0,0,0,262.788,0
0,1,0,284.504,0
0,1,0,355.951,1
0,1,0,213.532,0
0,1,0,294.991,1
0,1,0,310.708,0
0,0,0,366.522,0
0,0,0,278.756,0
0,1,0,285.582,0
0,0,0,243.289,0
0,1,0,292.626,0
0,0,0,291.652,0
0,0,0,291.046,0
0,0,0,279.774,0
1,1,0,311.263,0
1,1,0,221.74,0
1,1,0,142.954,0
1,0,0,316.416,0
1,0,0,306.335,0
1,1,0,347.415,0
1,1,0,241.523,0
1,0,0,262.893,0
1,0,0,244.246,0
1,0,0,234.237,0
1,1,0,247.222,0
1,0,0,310.708,0
1,1,0,366.522,0
0,1,1,290.293,0
0,1,1,267.941,0
0,1,1,362.964,0
0,0,1,305.709,0
0,1,1,393.406,0
0,0,1,358.588,0
0,0,1,294.991,0
0,1,1,341.678,0
0,0,1,431.494,0
0,1,1,306.23,0
0,0,1,292.402,0
0,0,1,243.289,0
0,1,1,330.246,0
0,1,1,312.926,0
0,0,1,468.55,1
0,1,0,319.776,0
0,1,0,274.393,0
0,1,0,187.341,0
0,1,0,262.893,0
0,0,0,197.694,0
0,0,0,324.726,0
0,0,0,341.678,0
0,0,0,324.556,0
0,1,0,230.438,0
0,0,0,291.652,0
0,0,0,319.776,0
0,0,0,187.341,0
0,0,0,244.246,0
0,1,0,426.867,0
0,0,0,310.708,0
0,1,0,431.494,0
0,0,0,196.259,0
0,1,0,279.774,0
0,0,0,306.335,0
0,0,0,317.039,0
0,0,0,301.353,0
0,0,0,305.709,0
0,0,0,284.923,0
0,1,0,254.357,0
0,1,0,294.991,0
0,0,0,341.678,0
0,1,0,366.522,0
0,1,0,250.328,0
0,0,0,299.267,0
0,1,0,220.35,0
0,0,0,350.458,0
0,1,0,291.652,0
0,0,0,291.046,0
0,1,0,316.416,0
0,0,0,306.335,0
0,1,0,391.12,1
0,1,0,187.341,0
0,0,0,262.893,0
0,0,0,305.786,0
0,1,0,275.075,0
0,1,0,324.726,0
0,1,0,252.771,0
0,1,0,366.522,0
0,0,0,285.582,0
0,1,0,271.874,0
0,1,0,196.259,0
0,1,0,350.458,0
1,1,0,353.959,0
1,1,0,274.393,0
1,1,0,245.522,0
1,1,0,340.46,0
1,1,0,305.709,0
1,1,0,264.742,0
1,1,0,358.588,0
0,1,0,312.926,0
0,0,0,291.046,0
0,1,0,236.623,0
0,1,0,323.084,0
0,0,0,245.522,0
0,0,0,241.523,0
0,0,0,214.489,0
0,0,0,393.406,0
0,1,0,297.69,0
0,1,0,203.277,0
0,0,0,341.678,0
0,1,0,431.494,0
0,0,0,242.621,0
0,1,0,318.081,0
0,0,0,292.626,0
0,0,0,270.107,0
0,0,0,353.23,0
0,1,0,259.648,0
0,0,0,323.084,0
0,0,0,245.522,0
0,0,0,262.788,0
0,0,0,327.432,0
0,1,0,328.663,0
0,0,0,247.222,0
0,0,0,252.771,0
0,1,0,296.33,0
0,0,0,292.402,0
0,0,0,397.853,0
0,0,0,373.275,0
0,1,0,334.984,0
0,1,0,400.185,1
0,1,0,316.416,1
0,0,0,362.315,0
0,1,0,291.428,0
0,1,0,187.341,0
0,0,0,473.419,1
0,0,0,393.406,1
0,1,0,411.675,0
0,1,0,294.991,0
0,0,0,379.921,0
0,0,0,431.494,0
0,1,0,306.23,0
0,1,0,285.582,0
0,0,0,290.831,0
0,0,0,253.298,0
0,0,0,247.272,0
0,0,0,291.046,0
0,0,0,353.959,0
0,1,0,258.127,0
0,0,0,391.12,0
0,0,0,362.964,0
0,1,0,327.432,0
0,0,0,355.951,0
0,0,0,358.588,0
0,0,0,324.726,0
0,0,0,341.678,0
0,1,0,296.33,0
0,0,0,271.874,0
0,1,0,216.46,0
0,1,0,266.391,0
0,1,0,311.263,0
0,0,0,291.652,0
0,1,0,319.776,0
0,1,0,279.774,0
0,1,0,323.084,0
0,0,0,347.415,0
0,1,0,143.301,0
0,1,0,305.709,0
0,0,0,284.923,0
0,0,0,324.191,0
0,1,0,269.926,0
0,0,0,252.771,0
0,0,0,324.556,0
0,1,0,292.402,0
0,0,0,376.027,0
0,0,0,290.831,0
0,0,0,230.438,0
0,0,0,190.743,0
0,0,0,353.23,0
0,1,0,316.416,0
0,1,0,222.038,0
0,0,0,379.921,0
0,1,0,366.522,0
0,0,0,344.946,0
0,0,0,290.831,0
0,1,0,292.626,0
0,1,0,270.107,0
0,1,0,319.776,0
0,1,0,375.762,0
0,0,0,323.084,0
0,1,0,457.086,1
0,1,0,414.708,0
0,0,0,393.406,1
0,0,0,364.114,1
0,1,0,341.678,0
0,1,0,431.494,1
0,1,0,364.454,0
0,0,0,285.582,0
0,0,0,350.921,1
0,0,0,253.298,0
0,0,0,291.652,0
0,0,0,319.776,0
0,1,0,334.637,0
0,1,0,274.393,0
0,1,0,391.12,0
0,0,0,362.964,0
0,0,0,284.504,0
0,0,0,355.951,0
0,0,0,150.208,0
0,0,0,219.962,0
0,1,0,296.33,0
0,0,0,290.831,0
0,1,0,230.438,0
0,1,0,291.652,0
0,0,0,319.776,0
0,0,0,316.416,0
0,0,0,274.393,0
0,1,0,347.415,0
0,1,0,262.788,0
0,0,0,239.976,0
0,0,0,254.357,0
0,0,0,364.114,0
0,1,0,366.522,0
0,1,0,234.501,0
0,0,0,271.874,0
0,1,0,266.391,0
0,0,0,330.246,0
0,1,0,291.652,0
0,1,0,319.776,0
0,0,0,334.637,0
0,0,0,429.484,1
0,0,0,245.522,0
0,0,0,262.788,0
0,1,0,284.504,0
0,0,0,167.17,0
0,0,0,297.69,0
0,0,0,269.926,0
0,1,0,282.066,0
0,0,0,232.98,0
0,0,0,320.689,0
0,1,0,328.331,0
0,0,0,290.831,0
0,1,0,350.458,0
0,0,0,270.107,0
0,1,0,208.872,0
0,1,0,98.791,0
0,0,0,172.55,0
0,0,0,291.428,0
0,1,0,262.788,0
1,1,0,183.808,0
1,0,0,305.786,0
1,1,0,324.191,0
1,0,0,364.114,0
1,1,0,379.921,0
1,0,0,324.556,0
1,0,0,299.267,0
1,0,0,328.331,0
1,0,0,350.921,0
1,0,0,202.266,0
1,0,0,312.926,1
1,1,0,319.776,0
1,0,0,279.774,0
1,0,0,290.293,0
1,0,0,291.428,0
1,0,0,362.964,0
1,0,0,305.709,0
1,0,0,355.951,1
1,1,0,297.69,0
1,1,0,324.726,0
1,0,0,282.066,0
1,0,0,366.522,0
1,0,0,306.23,0
1,1,0,313.348,0
1,1,0,397.853,0
1,1,0,292.626,0
1,1,0,312.926,0
1,1,0,291.046,0
1,1,0,316.416,1
1,0,0,222.038,0
0,1,1,347.415,1
0,1,1,497.085,1
0,1,1,414.708,1
0,1,1,458.704,1
0,1,1,411.675,1
0,1,1,426.867,1
0,1,1,379.921,1
0,1,1,366.522,0
0,1,1,465.786,1
0,1,1,278.756,0
0,1,1,318.081,1
0,1,1,350.458,1
0,1,1,334.984,1
0,1,1,353.23,1
0,1,1,353.959,1
0,1,1,306.335,0
0,1,1,457.086,1
0,1,1,390.713,1
0,1,1,414.708,1
0,1,1,549.071,0
0,1,1,411.675,0
0,1,1,364.114,1
0,1,1,437.692,1
0,1,1,324.556,1
0,1,1,328.331,0
0,1,1,306.23,0
0,1,1,318.081,0
0,1,1,401.507,0
0,1,1,432.44,1
0,1,1,353.23,1
0,1,1,323.084,0
0,1,1,317.039,0
0,1,1,217.275,0
0,1,1,473.419,1
0,1,1,264.742,0
0,1,1,426.867,0
0,1,1,219.962,0
0,1,1,324.556,0
0,1,1,389.581,1
0,1,1,350.921,0
0,1,1,509.126,1
0,1,1,359.33,0
0,1,1,353.23,0
0,1,1,402.847,1
0,1,1,429.484,1
0,1,1,317.039,0
0,1,1,362.964,1
0,1,1,555.931,1
0,1,1,328.663,0
0,1,1,324.191,0
0,1,1,426.867,1
0,1,1,437.692,1
0,1,1,431.494,0
0,1,1,389.581,0
0,1,1,397.853,1
0,1,1,311.263,1
0,1,0,359.33,0
0,1,0,291.046,0
0,1,0,164.838,0
0,0,0,341.312,0
0,1,0,317.039,0
0,1,0,320.388,0
0,0,0,183.808,0
0,1,0,328.663,0
0,0,0,297.69,0
0,0,0,269.926,0
0,0,0,341.678,0
0,1,0,366.522,0
0,1,0,299.267,0
0,1,0,234.501,0
0,1,0,318.081,0
0,0,0,350.458,0
0,0,0,334.984,0
0,0,0,319.776,0
0,0,0,279.774,0
0,1,0,362.315,0
0,1,0,317.039,0
0,0,0,282.424,0
0,0,0,327.432,0
0,0,0,305.786,0
0,0,0,358.588,1
0,0,0,247.222,0
0,0,0,341.678,0
0,1,0,366.522,1
0,0,0,271.874,0
0,0,0,257.722,0
1,0,0,319.776,0
1,1,0,236.623,0
1,1,0,240.932,0
1,0,0,201.981,0
1,0,0,262.788,0
1,1,0,139.504,0
1,1,0,222.397,0
1,1,0,275.075,0
1,1,0,179.181,0
1,1,0,282.066,0
1,1,0,232.98,0
1,0,0,196.259,0
1,0,0,230.438,0
1,0,0,142.954,0
1,0,0,236.623,0
0,0,0,318.081,0
0,1,0,311.263,0
0,1,0,388.902,0
0,1,0,319.776,0
0,1,0,259.648,0
0,0,0,341.312,0
0,0,0,245.522,0
0,1,0,340.46,0
0,0,0,262.893,0
0,1,0,284.923,0
0,0,0,275.075,0
0,0,0,294.991,0
0,0,0,341.678,0
0,1,0,431.494,0
0,1,0,344.946,0
0,0,0,328.331,0
0,1,0,350.921,0
0,1,0,292.626,0
0,0,0,359.33,0
0,0,0,353.23,0
0,0,0,298.392,0
0,1,0,388.848,0
0,0,0,317.039,0
0,0,0,262.788,0
0,0,0,350.93,0
0,1,0,393.406,0
0,0,0,234.237,0
0,1,0,364.114,0
0,0,0,282.066,0
0,1,0,366.522,0
1,1,0,271.874,0
1,0,0,306.23,0
1,0,0,318.081,0
1,0,0,253.298,0
1,1,0,221.74,0
1,0,0,400.185,0
1,0,0,207.885,0
1,1,0,323.084,0
1,1,0,291.428,0
1,1,0,217.275,0
1,0,0,214.489,0
1,0,0,264.742,0
1,1,0,358.588,0
1,1,0,269.926,0
1,1,0,341.678,0
1,0,0,366.522,0
1,0,0,250.328,0
1,1,0,250.328,0
1,0,0,243.289,0
1,1,0,330.246,0
1,0,0,221.74,0
1,0,0,291.046,0
1,0,0,279.774,0
1,0,0,362.315,0
1,1,0,317.039,0
1,0,0,222.397,0
1,0,0,275.075,0
1,0,0,150.208,0
1,0,0,252.771,0
1,1,0,173.918,0
1,1,0,318.081,0
1,1,0,202.266,0
1,0,0,190.743,0
1,1,0,222.038,0
1,1,0,201.981,0
1,0,0,262.788,0
1,1,0,225.428,0
1,0,0,252.771,0
1,0,0,296.33,0
1,0,0,290.831,0
1,1,0,292.626,0
1,1,0,312.926,0
0,0,1,294.991,0
0,1,1,282.066,0
0,0,1,366.522,0
0,1,1,264.882,0
0,1,1,306.23,0
0,0,1,290.831,0
0,0,1,373.275,1
0,0,1,291.652,0
0,0,1,353.23,1
0,0,1,316.416,0
0,0,1,388.848,1
0,0,1,390.713,0
0,1,0,208.872,0
0,1,0,279.774,0
0,0,0,258.127,0
0,1,0,267.941,0
0,1,0,362.964,0
0,1,0,239.976,0
0,1,0,222.397,0
0,1,0,297.69,0
0,0,0,324.726,0
0,1,0,310.708,0
0,1,0,366.522,0
0,1,0,290.831,0
0,0,0,273.588,0
0,0,0,221.74,0
0,0,0,236.989,0
0,1,0,236.623,0
0,1,0,306.335,0
0,1,0,267.941,0
0,0,0,282.424,0
0,0,0,327.432,0
0,1,0,328.663,0
0,0,0,234.237,0
0,1,0,324.726,0
0,0,0,252.771,0
0,1,0,296.33,0
0,1,0,318.081,0
0,0,0,253.298,0
0,0,0,247.272,0
0,0,0,208.872,0
1,0,0,222.038,0
1,1,0,223.679,0
1,1,0,217.275,0
1,1,0,139.504,0
1,1,0,167.17,0
1,1,0,56.582,0
1,0,0,107.676,0
1,1,0,219.962,0
1,1,0,56.11,0
1,0,0,83.53,0
1,0,0,160.234,0
1,0,0,145.771,0
1,0,0,178.374,0
1,1,0,207.885,0
1,1,0,167.17,0
1,1,0,254.357,0
1,1,0,324.726,0
0,0,0,294.991,0
0,0,0,379.921,0
0,1,0,324.556,0
0,0,0,364.454,0
0,1,0,278.756,0
0,1,0,243.289,0
0,1,0,330.246,1
0,1,0,247.272,0
0,0,0,319.776,0
0,1,0,316.416,0
0,0,0,323.084,0
0,0,0,245.522,0
0,0,0,340.46,1
0,1,0,327.432,0
0,0,0,393.406,0
0,0,0,234.237,0
0,1,0,426.867,0
0,1,0,282.066,0
0,1,0,366.522,0
0,1,0,306.23,0
0,0,0,344.946,0
0,1,0,466.433,1
0,1,0,273.588,0
0,0,0,312.926,0
0,1,0,353.23,0
0,0,0,298.392,0
0,0,0,323.084,0
0,1,0,317.039,0
0,1,0,262.788,0
0,0,0,262.893,0
0,0,0,273.262,0
0,1,0,220.35,0
0,0,0,253.298,0
0,1,0,359.33,1
0,1,0,291.046,0
0,0,0,298.392,0
0,1,0,258.127,0
0,0,0,201.981,0
0,0,0,362.964,0
0,1,0,262.893,0
0,0,0,264.742,0
0,0,0,358.588,0
0,1,0,179.181,0
0,0,0,282.066,0
0,0,0,232.98,0
0,1,0,266.391,0
0,1,0,202.266,0
0,0,0,247.272,0
0,1,0,353.23,0
0,1,0,259.648,0
0,0,0,240.932,0
0,0,0,223.679,0
0,0,0,320.388,0
0,1,0,262.893,0
0,1,0,264.742,0
0,1,0,297.69,0
0,1,0,247.222,0
0,1,0,310.708,0
0,0,0,252.58,0
0,1,0,290.831,0
1,0,0,202.266,0
0,0,0,244.246,0
0,0,0,324.191,0
0,1,0,179.181,0
0,0,0,252.771,0
0,1,0,366.522,0
0,0,0,285.582,0
0,1,0,306.23,0
0,0,0,290.831,0
0,1,0,292.626,0
0,1,0,291.652,0
0,0,0,400.185,0
0,0,0,298.392,0
0,1,0,306.335,0
0,1,0,432.307,0
0,1,0,350.93,0
0,0,0,393.406,0
0,0,0,411.675,0
0,1,0,294.991,0
0,0,0,282.066,0
0,1,0,273.262,0
0,0,0,216.46,0
0,0,0,278.756,0
0,0,0,290.831,0
0,1,0,202.266,0
0,1,0,263.994,0
0,1,0,334.637,0
0,1,0,290.293,0
0,1,0,291.428,0
0,0,0,497.085,0
0,1,0,473.419,0
0,1,0,355.951,1
0,0,0,411.675,0
0,1,0,269.926,0
0,0,0,437.692,0
0,0,0,173.918,0
0,0,0,320.689,0
0,0,0,299.267,0
0,0,0,266.391,0
0,0,0,292.626,0
0,1,0,359.33,0
0,0,0,353.23,0
0,1,0,298.392,0
0,1,0,323.084,0
0,0,0,391.12,0
0,0,0,187.341,0
0,0,0,305.709,0
0,0,0,264.742,0
0,1,0,487.765,1
0,1,0,324.726,0
0,0,0,252.771,0
0,0,0,366.522,0
0,0,0,299.267,0
0,1,0,264.882,0
0,1,0,266.391,0
0,0,0,311.263,0
0,1,0,270.107,0
0,1,0,291.046,0
0,1,0,353.959,1
0,1,0,274.393,0
0,1,0,245.522,0
0,0,0,362.964,0
0,1,0,327.432,0
0,1,0,284.923,0
0,1,0,411.675,0
0,1,0,324.726,0
0,0,0,379.921,1
0,1,0,324.556,0
0,1,0,306.23,0
0,1,0,278.756,0
0,0,0,290.831,0
0,1,0,273.588,0
0,1,0,334.984,1
0,1,0,291.046,0
0,0,0,279.774,0
0,0,0,362.315,0
0,1,0,245.522,0
0,1,0,320.388,0
0,1,0,262.893,0
0,1,0,393.406,0
0,1,0,411.675,0
0,1,0,294.991,0
0,1,0,282.066,0
0,1,0,278.756,0
0,1,0,299.267,0
0,1,0,243.289,0
0,0,0,350.458,0
0,1,0,334.984,0
0,0,1,263.994,0
0,0,1,334.637,1
0,0,1,429.484,1
0,0,1,317.039,0
0,0,1,390.713,0
0,0,1,473.419,0
0,0,1,549.071,1
0,0,1,487.765,0
0,0,1,426.867,1
0,0,1,517.626,0
0,0,1,431.494,0
0,0,1,328.331,0
0,0,1,406.307,1
0,0,1,466.433,1
0,0,1,373.275,1
0,0,1,388.902,0
0,0,1,353.23,0
0,0,1,375.762,0
0,0,1,429.484,1
0,0,1,391.12,1
0,0,1,432.307,0
0,0,1,473.419,1
0,0,1,458.704,1
0,0,1,487.765,0
0,0,1,431.494,0
0,0,1,341.678,0
0,0,1,431.494,0
0,0,1,406.307,1
0,0,1,364.454,0
0,0,1,397.853,1
0,0,1,401.507,1
0,0,1,388.902,0
0,0,1,400.185,0
0,0,1,375.762,0
0,0,1,306.335,0
0,0,1,457.086,0
0,0,1,362.964,1
